giorno,mese,anno,stagione,animale,Altacq,quadr,dist,bosco,tmina,tmaxa,tmeda,tminr,tmaxr,tmediar,deltmin,deltmac,deltmed,altcmin,altcmax,altcmed,delqmed,delqmax,delqmin,oreluce,activore
9,10,2009,4,5989,950,39,3,1,11.9,18.3,15.1,16,25,21.5,4.1,6.7,6.4,1,1,1,3,3,3,11.19,
10,10,2009,4,5989,950,39,3,1,11.5,14.6,13.1,19,24,21.8,7.5,9.4,8.7,1,1,1,3,3,3,11.17,
11,10,2009,4,5989,950,39,3,1,11,18.5,14.8,16,25,21.1,5.0,6.5,6.3,1,1,1,3,3,3,11.14,
12,10,2009,4,5989,950,39,3,1,6.3,13.2,9.8,12,22,17.3,5.7,8.8,7.5,1,1,1,3,3,3,11.10,
13,10,2009,4,5989,950,39,3,1,3.9,12.5,8.2,8,21,14.2,4.1,8.5,6.0,1,1,1,3,3,3,11.08,
14,10,2009,4,5989,950,39,3,1,1.4,10.4,5.9,8,19,12.8,6.6,8.6,6.9,1,1,1,3,3,3,11.05,
15,10,2009,4,5989,950,49,3,1,-0.2,8.7,4.3,7,22,12.7,7.2,13.3,8.4,1,1,1,3,3,3,11.02,
16,10,2009,4,5989,950,39,3,1,0.2,8.8,4.5,10,19,14.0,9.8,10.2,9.5,1,1,1,3,3,3,10.58,
17,10,2009,4,5989,950,49,3,2,1.9,9.3,5.6,11,20,15.1,9.1,10.7,9.5,1,1,1,3,3,3,10.56,
18,10,2009,4,5989,950,49,3,2,1.8,8,4.9,11,19,15.2,9.2,11.0,10.3,2,2,1,2,2,3,10.53,
19,10,2009,4,5989,950,39,3,1,0.1,6.8,3.5,8,17,13.5,7.9,10.2,10.0,1,1,1,3,3,3,10.51,
20,10,2009,4,5989,950,39,3,1,0.1,9,4.6,4,20,12.7,3.9,11.0,8.1,1,1,1,3,3,3,10.47,
21,10,2009,4,5989,950,49,3,2,5.1,10.6,7.9,10,18,15.1,4.9,7.4,7.2,1,1,1,3,3,3,10.44,
22,10,2009,4,5989,950,39,3,1,8.8,11.7,10.3,15,22,18.5,6.2,10.3,8.2,1,1,1,3,3,3,10.42,
23,10,2009,4,5989,950,39,3,1,6.7,9.8,8.3,14,18,16.2,7.3,8.2,7.9,1,1,1,3,3,3,10.38,
24,10,2009,4,5989,950,39,3,1,6.3,11.3,8.8,13,20,16.5,6.7,8.7,7.7,1,1,1,3,3,3,10.36,
25,10,2009,4,5989,950,49,3,1,6.3,13.7,10,11,24,17.1,4.7,10.3,7.1,1,2,1,3,2,3,10.33,
26,10,2009,4,5989,950,49,3,2,7,16,11.5,11,26,17.0,4.0,10.0,5.5,1,1,1,3,3,3,10.31,
27,10,2009,4,5989,950,39,3,2,7.1,14.9,11,11,21,15.9,3.9,6.1,4.9,1,1,1,3,3,3,10.27,
28,10,2009,4,5989,950,49,3,2,6.7,14.8,10.8,10,23,16.0,3.3,8.2,5.2,1,2,1,3,2,3,10.25,
29,10,2009,4,5989,950,49,3,2,7.9,15.4,11.7,13,31,19.2,5.1,15.6,7.5,2,2,1,2,2,3,10.22,
30,10,2009,4,5989,950,49,3,2,4.2,12.4,8.3,11,20,15.4,6.8,7.6,7.1,1,1,1,3,3,3,10.19,
31,10,2009,4,5989,950,49,3,2,2.7,10.1,6.4,8,20,13.6,5.3,9.9,7.2,1,1,1,3,3,3,10.16,
1,11,2009,4,5989,950,49,3,1,2.7,15.4,9.1,4,19,12.3,1.3,3.6,3.2,1,1,1,3,3,3,10.14,
2,11,2009,4,5989,950,49,3,2,4,8.7,6.4,13,17,15.3,9.0,8.3,8.9,1,1,1,3,3,3,10.11,
3,11,2009,4,5989,950,49,3,2,2.7,8.7,5.7,10,17,13.3,7.3,8.3,7.6,1,2,1,3,2,3,10.08,
4,11,2009,4,5989,950,49,3,2,3.9,9,6.5,10,17,14.3,6.1,8.0,7.8,1,2,1,3,2,3,10.06,
5,11,2009,4,5989,950,39,3,1,4.1,7.7,5.9,13,19,15.4,8.9,11.3,9.5,1,1,1,3,3,3,10.03,
6,11,2009,4,5989,950,49,3,1,2.1,6.8,4.5,10,19,15.1,7.9,12.2,10.6,1,1,1,3,3,3,10.01,
7,11,2009,4,5989,950,48,2,2,2.6,7.4,5,11,19,14.8,8.4,11.6,9.8,1,2,1,3,2,3,9.58,
8,11,2009,4,5989,950,39,3,1,0.5,5.1,2.8,12,16,14.0,11.5,10.9,11.2,1,1,1,3,3,3,9.55,
9,11,2009,4,5989,950,39,3,1,3.9,6.4,5.2,13,18,15.2,9.1,11.6,10.0,1,1,1,3,3,3,9.53,
10,11,2009,4,5989,950,39,3,1,2.2,5.1,3.7,9,18,14.3,6.8,12.9,10.6,1,1,1,3,3,3,9.51,
11,11,2009,4,5989,950,49,3,2,2.5,11.1,6.8,9,22,13.7,6.5,10.9,6.9,1,1,1,3,3,3,9.48,
12,11,2009,4,5989,950,49,3,2,4.6,8.7,6.7,10,20,14.5,5.4,11.3,7.8,2,2,1,2,2,3,9.46,
13,11,2009,4,5989,950,49,3,2,6.3,8.7,7.5,11,18,15.7,4.7,9.3,8.2,2,2,1,2,2,3,9.44,
14,11,2009,4,5989,950,39,3,1,7.8,9.4,8.6,16,19,17.4,8.2,9.6,8.8,1,1,1,3,3,3,9.41,
15,11,2009,4,5989,950,,1,2,8.7,9.9,9.3,17,21,18.6,8.3,11.1,9.3,2,2,1,2,2,3,9.39,
16,11,2009,4,5989,950,49,3,2,9,11.2,10.1,16,20,18.0,7.0,8.8,7.9,2,2,1,2,2,3,9.37,
17,11,2009,4,5989,950,39,3,1,9.2,11.4,10.3,14,21,17.2,4.8,9.6,6.9,1,1,1,3,3,3,9.35,
18,11,2009,4,5989,950,49,3,3,6.7,15.3,11,15,24,18.1,8.3,8.7,7.1,2,2,1,2,2,3,9.32,
19,11,2009,4,5989,950,49,3,3,5.2,13.5,9.4,14,26,18.0,8.8,12.5,8.6,2,2,2,2,2,2,9.30,
20,11,2009,4,5989,950,49,3,2,5.2,17.3,11.3,10,25,17.3,4.8,7.7,6.0,2,2,1,2,2,3,9.28,
21,11,2009,4,5989,950,49,3,2,6.9,14,10.5,9,21,14.5,2.1,7.0,4.0,1,2,1,3,2,3,9.26,
22,11,2009,4,5989,950,49,3,3,5.7,8.7,7.2,11,19,15.5,5.3,10.3,8.3,2,2,2,2,2,2,9.24,
23,11,2009,4,5989,950,49,3,2,7.5,8.9,8.2,15,24,17.5,7.5,15.1,9.3,2,2,1,2,2,3,9.22,
24,11,2009,4,5989,950,49,3,2,6.8,9.7,8.3,12,21,16.6,5.2,11.3,8.3,2,2,1,2,2,3,9.21,
25,11,2009,4,5989,950,49,3,2,6.2,11.6,8.9,13,23,16.4,6.8,11.4,7.5,2,2,1,2,2,3,9.18,
26,11,2009,4,5989,950,49,3,2,6.4,8.4,7.4,15,20,17.5,8.6,11.6,10.1,2,2,1,2,2,3,9.16,
27,11,2009,4,5989,950,49,3,2,6.4,9,7.7,14,19,16.0,7.6,10.0,8.3,1,2,1,3,2,3,9.15,
28,11,2009,4,5989,950,49,3,2,5.8,10.1,8,14,19,15.9,8.2,8.9,7.9,2,2,1,2,2,3,9.13,
29,11,2009,4,5989,950,49,3,3,5.1,9.3,7.2,13,16,15.0,7.9,6.7,7.8,2,2,2,2,2,2,9.12,
30,11,2009,4,5989,950,39,3,1,3.1,9.1,6.1,12,20,15.7,8.9,10.9,9.6,1,1,1,3,3,3,9.11,
1,12,2009,1,5989,950,49,3,3,1.5,4.1,2.8,11,17,13.5,9.5,12.9,10.7,2,2,1,2,2,3,9.08,
2,12,2009,1,5989,950,49,3,3,1,7.4,4.2,7,17,11.3,6.0,9.6,7.1,2,2,2,2,2,2,9.07,
3,12,2009,1,5989,950,49,3,3,1.9,7.6,4.8,8,22,13.4,6.1,14.4,8.6,2,2,2,2,2,2,9.06,
4,12,2009,1,5989,950,49,3,3,-0.9,4,1.6,6,13,10.2,6.9,9.0,8.6,2,2,1,2,2,3,9.04,
5,12,2009,1,5989,950,49,3,1,0.1,4.4,2.3,8,15,12.5,7.9,10.6,10.2,1,1,1,3,3,3,9.03,
6,12,2009,1,5989,950,49,3,3,2.8,7.6,5.2,9,20,14.4,6.2,12.4,9.2,2,2,1,2,2,3,9.02,
7,12,2009,1,5989,950,49,3,3,5.2,7.5,6.4,13,18,14.8,7.8,10.5,8.4,2,2,2,2,2,2,9.01,
8,12,2009,1,5989,950,49,3,2,3,7.7,5.4,9,16,13.6,6.0,8.3,8.2,2,2,1,2,2,3,9.00,
9,12,2009,1,5989,950,49,3,2,1.5,7.5,4.5,9,17,12.4,7.5,9.5,7.9,1,2,1,3,2,3,8.59,
10,12,2009,1,5989,950,49,3,3,2.7,10,6.4,9,15,11.1,6.3,5.0,4.7,2,2,2,2,2,2,8.58,
11,12,2009,1,5989,950,49,3,2,1.1,8.7,4.9,7,29,13.1,5.9,20.3,8.2,2,2,1,2,2,3,8.58,
12,12,2009,1,5989,950,49,3,3,-0.9,5.8,2.5,6,16,10.5,6.9,10.2,8.0,2,2,1,2,2,3,8.57,
13,12,2009,1,5989,950,49,3,3,-2.6,-0.2,-1.4,7,15,10.2,9.6,15.2,11.6,2,2,2,2,2,2,8.56,
14,12,2009,1,5989,950,49,3,2,-4.1,-2.6,-3.4,7,12,9.6,11.1,14.6,13.0,1,2,1,3,2,3,8.55,
15,12,2009,1,5989,950,39,3,1,-5.8,-4,-4.9,6,11,8.7,11.8,15.0,13.6,1,1,1,3,3,3,8.54,
16,12,2009,1,5989,950,49,3,2,-6.8,-0.8,-3.8,5,22,10.1,11.8,22.8,13.9,2,2,1,2,2,3,8.55,
17,12,2009,1,5989,950,49,3,2,-5.6,-1.6,-3.6,6,16,9.3,11.6,17.6,12.9,2,2,1,2,2,3,8.54,
18,12,2009,1,5989,950,49,3,2,-8,-2,-5,5,23,10.0,13.0,25.0,15.0,1,1,1,3,3,3,8.53,
19,12,2009,1,5989,950,49,3,3,-10.1,-5.2,-7.7,0,9,5.5,10.1,14.2,13.2,2,2,1,2,2,3,8.54,
20,12,2009,1,5989,950,49,3,2,-10,-1.8,-5.9,-1,26,7.3,9.0,27.8,13.2,1,1,1,3,3,3,8.53,
21,12,2009,1,5989,950,39,3,2,-3.4,2.2,-0.6,3,11,8.0,6.4,8.8,8.6,1,1,1,3,3,3,8.54,
22,12,2009,1,5989,950,39,3,2,2.2,8.7,5.5,7,14,10.7,4.8,5.3,5.2,1,1,1,3,3,3,8.53,
23,12,2009,1,5989,950,39,3,2,6.9,8.7,7.8,13,19,16.0,6.1,10.3,8.2,1,1,1,3,3,3,8.54,
24,12,2009,1,5989,950,39,3,2,7.6,10.1,8.9,14,20,17.4,6.4,9.9,8.5,1,1,1,3,3,3,8.53,
25,12,2009,1,5989,950,39,3,2,3.9,9.9,6.9,14,18,16.4,10.1,8.1,9.5,1,1,1,3,3,3,8.54,
26,12,2009,1,5989,950,39,3,1,-0.9,4.7,1.9,5,19,12.6,5.9,14.3,10.7,1,2,1,3,2,3,8.54,
27,12,2009,1,5989,950,49,3,2,-0.6,4.5,2,9,19,12.9,9.6,14.5,10.9,1,2,1,3,2,3,8.54,
28,12,2009,1,5989,950,49,3,2,1.6,4.4,3,10,17,13.0,8.4,12.6,10.0,1,1,1,3,3,3,8.55,
29,12,2009,1,5989,950,49,3,2,2.1,7.5,4.8,13,16,14.8,10.9,8.5,10.0,1,1,1,3,3,3,8.56,
30,12,2009,1,5989,950,49,3,3,7.4,9.4,8.4,13,18,15.8,5.6,8.6,7.4,2,2,2,2,2,2,8.57,
31,12,2009,1,5989,950,49,3,2,5.1,7.9,6.5,14,19,15.9,8.9,11.1,9.4,2,2,1,2,2,3,8.56,
1,1,2010,1,5989,950,49,3,3,2.2,5.1,3.7,11,16,13.5,8.8,10.9,9.8,2,2,2,2,2,2,8.57,
2,1,2010,1,5989,950,49,3,3,-3,5,1,10,18,13.4,13.0,13.0,12.4,2,2,2,2,2,2,8.58,
3,1,2010,1,5989,950,49,3,2,-4.4,0.2,-2.1,7,18,10.8,11.4,17.8,12.9,1,2,1,3,2,3,8.59,
4,1,2010,1,5989,950,39,3,2,-5,-1.8,-3.4,6,12,9.0,11.0,13.8,12.4,1,1,1,3,3,3,9.00,
5,1,2010,1,5989,950,39,3,3,-5.1,-2.6,-3.9,4,11,7.9,9.1,13.6,11.8,1,1,1,3,3,3,9.01,
6,1,2010,1,5989,950,39,3,2,-3.2,2.1,-0.6,9,13,10.9,12.2,10.9,11.5,1,1,1,3,3,3,9.03,
7,1,2010,1,5989,950,39,3,1,-0.3,2.1,0.9,9,17,12.6,9.3,14.9,11.7,2,2,1,2,2,3,9.04,
8,1,2010,1,5989,950,49,3,2,-0.7,4.3,1.8,11,14,12.3,11.7,9.7,10.5,2,2,1,2,2,3,9.05,
9,1,2010,1,5989,950,49,3,3,-0.9,4.8,2,8,14,10.5,8.9,9.2,8.5,2,2,2,2,2,2,9.06,
10,1,2010,1,5989,950,49,3,3,-1.6,0.4,-0.6,8,14,11.4,9.6,13.6,12.0,2,2,2,2,2,2,9.07,
11,1,2010,1,5989,950,49,3,3,-2,0.8,-0.6,9,15,12.4,11.0,14.2,13.0,2,2,2,2,2,2,9.10,
12,1,2010,1,5989,950,49,3,3,-0.8,2.4,0.8,9,16,12.5,9.8,13.6,11.7,2,2,2,2,2,2,9.11,
13,1,2010,1,5989,950,49,3,2,-1.9,0.3,-0.8,10,18,12.6,11.9,17.7,13.4,2,2,1,2,2,3,9.13,
14,1,2010,1,5989,950,49,3,2,-3.3,3.6,0.2,8,23,12.6,11.3,19.4,12.4,1,1,1,3,3,3,9.14,
15,1,2010,1,5989,950,49,3,2,-1.8,0.1,-0.9,6,15,11.5,7.8,14.9,12.4,1,1,1,3,3,3,9.15,
16,1,2010,1,5989,950,49,3,2,-3.2,1.3,-1,8,19,10.4,11.2,17.7,11.4,2,2,1,2,2,3,9.18,
17,1,2010,1,5989,950,49,3,2,-3,2.2,-0.4,8,15,11.8,11.0,12.8,12.2,2,2,1,2,2,3,9.20,
18,1,2010,1,5989,950,49,3,2,-2.6,0.1,-1.3,7,26,12.3,9.6,25.9,13.6,1,2,1,3,2,3,9.21,
19,1,2010,1,5989,950,49,3,2,-1.7,5.4,1.9,5,23,10.6,6.7,17.6,8.7,2,2,1,2,2,3,9.23,
20,1,2010,1,5989,950,49,3,2,-0.9,4.1,1.6,6,16,10.6,6.9,11.9,9.0,1,1,1,3,3,3,9.25,
21,1,2010,1,5989,950,,1,1,-3.2,2.8,-0.2,6,26,12.4,9.2,23.2,12.6,1,2,1,3,2,3,9.27,
22,1,2010,1,5989,950,49,3,2,-4.1,-0.3,-2.2,5,28,11.3,9.1,28.3,13.5,1,1,1,3,3,3,9.29,
23,1,2010,1,5989,950,49,3,2,-4.7,0.9,-1.9,6,22,11.1,10.7,21.1,13.0,1,1,1,3,3,3,9.32,
24,1,2010,1,5989,950,39,3,2,-3.9,2.1,-0.9,4,14,9.3,7.9,11.9,10.2,1,1,1,3,3,3,9.34,
25,1,2010,1,5989,950,39,3,1,-3.7,-2,-2.9,6,14,10.2,9.7,16.0,13.1,1,1,1,3,3,3,9.35,
26,1,2010,1,5989,950,39,3,2,-4.7,-3.2,-4,7,14,10.7,11.7,17.2,14.7,2,2,2,2,2,2,9.38,
27,1,2010,1,5989,950,39,3,2,-5.6,-2,-3.8,6,21,10.7,11.6,23.0,14.5,2,2,1,2,2,3,9.40,
28,1,2010,1,5989,950,49,3,1,-5,1.7,-1.7,4,17,9.1,9.0,15.3,10.8,1,1,1,3,3,3,9.42,
29,1,2010,1,5989,950,,1,2,-3.2,1,-1.1,5,16,10.9,8.2,15.0,12.0,1,2,1,3,2,3,9.45,
30,1,2010,1,5989,950,49,3,2,-3.2,2.3,-0.5,9,16,11.5,12.2,13.7,12.0,2,2,1,2,2,3,9.47,
31,1,2010,1,5989,950,49,3,2,-6.9,-3.2,-5.1,7,16,10.2,13.9,19.2,15.3,1,1,1,3,3,3,9.49,
1,2,2010,1,5989,950,49,3,3,-6.7,0.2,-3.3,4,21,9.5,10.7,20.8,12.8,2,2,1,2,2,3,9.52,
2,2,2010,1,5989,950,49,3,2,-3.9,2.1,-0.9,3,20,10.3,6.9,17.9,11.2,2,2,1,2,2,3,9.55,
3,2,2010,1,5989,950,49,3,2,-1.3,2.7,0.7,8,15,11.3,9.3,12.3,10.6,2,2,1,2,2,3,9.58,
4,2,2010,1,5989,950,39,3,1,2.1,3.9,3,10,18,13.3,7.9,14.1,10.3,1,1,1,3,3,3,10.00,
5,2,2010,1,5989,950,49,3,1,1.9,4.1,3,11,16,13.8,9.1,11.9,10.8,1,1,1,3,3,3,10.02,
6,2,2010,1,5989,950,39,3,1,-0.5,1.4,0.5,9,15,12.5,9.5,13.6,12.0,1,1,1,3,3,3,10.05,
7,2,2010,1,5989,950,39,3,2,-1.4,2.6,0.6,8,27,14.2,9.4,24.4,13.6,2,2,1,2,2,3,10.08,
8,2,2010,1,5989,950,39,3,2,-3.2,2.1,-0.6,7,22,12.9,10.2,19.9,13.5,1,1,1,3,3,3,10.11,
9,2,2010,1,5989,950,49,3,2,-3.2,-0.4,-1.8,9,19,12.5,12.2,19.4,14.3,1,1,1,3,3,3,10.13,
10,2,2010,1,5989,950,49,3,2,-2.7,-1.7,-2.2,9,13,11.0,11.7,14.7,13.2,1,1,1,3,3,3,10.16,
11,2,2010,1,5989,950,49,3,2,-3.4,-0.9,-2.2,9,13,11.3,12.4,13.9,13.5,1,1,1,3,3,3,10.19,
12,2,2010,1,5989,950,49,3,2,-4.3,-2.2,-3.3,9,14,11.3,13.3,16.2,14.6,1,1,1,3,3,3,10.21,
13,2,2010,1,5989,950,39,3,1,-3.2,2.8,-0.2,6,16,10.6,9.2,13.2,10.8,1,1,1,3,3,3,10.24,
14,2,2010,1,5989,950,39,3,1,-2.9,1.4,-0.8,5,17,11.9,7.9,15.6,12.7,1,1,1,3,3,3,10.27,
15,2,2010,1,5989,950,39,3,1,-3.9,3.7,-0.1,5,18,11.0,8.9,14.3,11.1,1,1,1,3,3,3,10.30,
16,2,2010,1,5989,950,39,3,1,-0.9,1.3,0.2,11,14,12.8,11.9,12.7,12.6,1,1,1,3,3,3,10.33,
17,2,2010,1,5989,950,39,3,1,-0.5,4.8,2.2,11,20,15.2,11.5,15.2,13.0,1,1,1,3,3,3,10.36,
18,2,2010,1,5989,950,39,3,1,1.6,6.3,4,14,19,15.7,12.4,12.7,11.7,1,1,1,3,3,3,10.38,
19,2,2010,1,5989,950,39,3,2,4.7,7.5,6.1,15,17,16.0,10.3,9.5,9.9,1,1,1,3,3,3,10.42,
20,2,2010,1,5989,950,39,3,2,-1.1,4.9,1.9,12,19,14.8,13.1,14.1,12.9,2,2,2,2,2,2,10.44,
21,2,2010,1,5989,950,49,3,2,-0.8,4.7,2,6,24,12.6,6.8,19.3,10.6,2,2,1,2,2,3,10.47,
22,2,2010,1,5989,950,49,3,1,1.4,4.7,3.1,12,20,15.7,10.6,15.3,12.6,1,1,1,3,3,3,10.50,
23,2,2010,1,5989,950,39,3,1,2.4,6.3,4.4,13,21,16.6,10.6,14.7,12.2,1,1,1,3,3,3,10.53,
24,2,2010,1,5989,950,39,3,2,3.9,6.3,5.1,14,21,17.3,10.1,14.7,12.2,1,1,1,3,3,3,10.55,
25,2,2010,1,5989,950,49,3,2,3.9,6.6,5.3,12,20,16.3,8.1,13.4,11.0,1,1,1,3,3,3,10.59,
26,2,2010,1,5989,950,39,3,1,4.2,8.6,6.4,13,29,16.9,8.8,20.4,10.5,1,2,1,3,2,3,11.02,
27,2,2010,1,5989,950,39,3,2,3.9,8.8,6.4,11,28,16.8,7.1,19.2,10.4,2,2,1,2,2,3,11.04,
28,2,2010,1,5989,950,39,3,1,4.2,7.6,5.9,12,20,16.5,7.8,12.4,10.6,1,1,1,3,3,3,11.08,
1,3,2010,2,5989,950,39,3,1,4.1,8,6.1,12,22,16.9,7.9,14.0,10.8,1,1,1,3,3,3,11.11,
2,3,2010,2,5989,950,49,3,1,4,9.1,6.6,11,22,15.1,7.0,12.9,8.5,1,2,1,3,2,3,11.13,
3,3,2010,2,5989,950,39,3,1,1.1,6.6,3.9,11,20,14.7,9.9,13.4,10.8,1,1,1,3,3,3,11.16,
4,3,2010,2,5989,950,39,3,2,-0.4,1.2,0.4,12,17,14.3,12.4,15.8,13.9,1,1,1,3,3,3,11.20,
5,3,2010,2,5989,950,49,3,2,-4.1,-0.1,-2.1,10,15,13.0,14.1,15.1,15.1,1,2,1,3,2,3,11.23,
6,3,2010,2,5989,950,49,3,3,-6.4,0.4,-3,7,15,10.0,13.4,14.6,13.0,2,2,2,2,2,2,11.25,
7,3,2010,2,5989,950,49,3,2,-4.4,-1.5,-3,8,13,10.9,12.4,14.5,13.9,2,2,1,2,2,3,11.29,
8,3,2010,2,5989,950,39,3,1,-6.6,-2.7,-4.7,3,13,8.9,9.6,15.7,13.6,1,1,1,3,3,3,11.32,
9,3,2010,2,5989,950,39,3,2,-6.7,-4.2,-5.5,4,11,8.2,10.7,15.2,13.7,1,1,1,3,3,3,11.35,
10,3,2010,2,5989,950,39,3,1,-4.9,-3.2,-4.1,7,14,10.6,11.9,17.2,14.7,1,1,1,3,3,3,11.37,
11,3,2010,2,5989,950,39,3,2,-5.4,0.3,-2.6,9,21,13.5,14.4,20.7,16.1,1,1,1,3,3,3,11.41,
12,3,2010,2,5989,950,39,3,1,-3.2,0.9,-1.2,9,18,13.5,12.2,17.1,14.7,1,1,1,3,3,3,11.44,
13,3,2010,2,5989,950,49,3,2,-0.9,5.5,2.3,9,26,13.8,9.9,20.5,11.5,2,2,1,2,2,3,11.47,
14,3,2010,2,5989,950,49,3,1,0.6,7.4,4,7,29,16.1,6.4,21.6,12.1,1,2,1,3,2,3,11.50,
15,3,2010,2,5989,950,39,3,1,0.2,7.4,3.8,7,22,14.9,6.8,14.6,11.1,1,1,1,3,3,3,11.53,
16,3,2010,2,5989,950,39,3,1,2.2,7.5,4.9,8,20,13.2,5.8,12.5,8.3,1,1,1,3,3,3,11.56,
17,3,2010,2,5989,950,39,3,2,3.5,7.7,5.6,8,21,14.4,4.5,13.3,8.8,1,1,1,3,3,3,11.59,
18,3,2010,2,5989,950,39,3,1,2.5,7.5,5,6,25,15.5,3.5,17.5,10.5,1,1,1,3,3,3,12.02,
19,3,2010,2,5989,950,39,3,1,3.1,6.4,4.8,14,21,17.4,10.9,14.6,12.6,1,1,1,3,3,3,12.06,
20,3,2010,2,5989,950,39,3,2,4.9,6.8,5.9,14,20,17.5,9.1,13.2,11.6,2,2,1,2,2,3,12.08,
21,3,2010,2,5989,950,39,3,1,6.3,8.7,7.5,15,21,17.5,8.7,12.3,10.0,1,1,1,3,3,3,12.11,
22,3,2010,2,5989,950,39,3,1,6.5,10.9,8.7,15,25,18.7,8.5,14.1,10.0,1,1,1,3,3,3,12.14,
23,3,2010,2,5989,950,39,3,1,4.2,12.4,8.3,13,27,18.8,8.8,14.6,10.5,1,1,1,3,3,3,12.18,
24,3,2010,2,5989,950,39,3,1,5.3,14.5,9.9,13,24,18.3,7.7,9.5,8.4,1,1,1,3,3,3,12.21,
25,3,2010,2,5989,950,39,3,2,8.1,13.4,10.8,11,26,19.2,2.9,12.6,8.4,1,1,1,3,3,3,12.24,
26,3,2010,2,5989,950,39,3,1,6.3,8.7,7.5,16,23,19.1,9.7,14.3,11.6,1,1,1,3,3,3,12.26,
27,3,2010,2,5989,950,49,3,1,4.8,8.3,6.6,14,21,17.4,9.2,12.7,10.8,1,1,1,3,3,3,12.30,
28,3,2010,2,5989,950,39,3,2,4.5,9.8,7.2,11,27,17.8,6.5,17.2,10.6,1,1,1,3,3,3,12.33,
29,3,2010,2,5989,950,39,3,1,5.2,11.4,8.3,9,30,19.7,3.8,18.6,11.4,1,1,1,3,3,3,12.36,
30,3,2010,2,5989,950,39,3,1,5.1,8.7,6.9,14,21,17.1,8.9,12.3,10.2,1,1,1,3,3,3,12.39,
31,3,2010,2,5989,950,39,3,1,3.9,6.3,5.1,14,20,16.8,10.1,13.7,11.7,1,1,1,3,3,3,12.41,
1,4,2010,2,5989,950,39,3,1,2.9,6.8,4.9,13,21,17.0,10.1,14.2,12.1,1,1,1,3,3,3,12.45,
2,4,2010,2,5989,950,39,3,1,2.3,7.1,4.7,12,23,16.5,9.7,15.9,11.8,1,1,1,3,3,3,12.48,
3,4,2010,2,5989,950,39,3,1,3.8,8,5.9,13,28,17.9,9.2,20.0,12.0,1,1,1,3,3,3,12.51,
4,4,2010,2,5989,950,39,3,1,4,6.4,5.2,12,22,16.7,8.0,15.6,11.5,1,1,1,3,3,3,12.54,
5,4,2010,2,5989,950,39,3,2,2.1,8.4,5.3,12,26,17.2,9.9,17.6,11.9,1,1,1,3,3,3,12.56,
6,4,2010,2,5989,950,39,3,1,4.6,12.5,8.6,10,23,16.3,5.4,10.5,7.7,1,1,1,3,3,3,13.00,
7,4,2010,2,5989,950,39,3,1,5.2,15.9,10.6,12,34,19.3,6.8,18.1,8.7,1,1,1,3,3,3,13.03,
8,4,2010,2,5989,950,39,3,1,4.3,15.3,9.8,12,25,17.4,7.7,9.7,7.6,1,1,1,3,3,3,13.06,
9,4,2010,2,5989,950,39,3,1,5.3,15.7,10.5,10,32,18.1,4.7,16.3,7.6,1,1,1,3,3,3,13.08,
10,4,2010,2,5989,950,39,3,1,8.3,16,12.2,13,29,19.9,4.7,13.0,7.7,2,2,2,2,2,2,13.11,
11,4,2010,2,5989,950,39,3,1,0.3,10,5.2,12,29,16.3,11.7,19.0,11.1,2,2,1,2,2,3,13.15,
12,4,2010,2,5989,950,49,3,1,0.1,8.5,4.3,12,31,19.5,11.9,22.5,15.2,1,1,1,3,3,3,13.18,
13,4,2010,2,5989,950,39,3,1,1.5,6.9,4.2,11,28,18.5,9.5,21.1,14.3,1,1,1,3,3,3,13.20,
14,4,2010,2,5989,950,39,3,1,3.7,9.1,6.4,9,32,17.7,5.3,22.9,11.3,1,1,1,3,3,3,13.23,
15,4,2010,2,5989,950,39,3,1,3.9,11.9,7.9,10,29,18.5,6.1,17.1,10.6,1,1,1,3,3,3,13.27,
16,4,2010,2,5989,950,39,3,2,5,12.4,8.7,13,28,19.0,8.0,15.6,10.3,1,2,1,3,2,3,13.30,
17,4,2010,2,5989,950,39,3,2,4.1,6.6,5.4,14,22,18.5,9.9,15.4,13.1,1,1,1,3,3,3,13.32,
18,4,2010,2,5989,950,39,3,2,3.1,11.2,7.2,13,30,19.1,9.9,18.8,11.9,1,1,1,3,3,3,13.35,
19,4,2010,2,5989,950,39,3,2,5.2,13.2,9.2,14,25,19.6,8.8,11.8,10.4,1,2,1,3,2,3,13.37,
20,4,2010,2,5989,950,39,3,1,7.1,14.2,10.7,16,30,21.9,8.9,15.8,11.2,1,1,1,3,3,3,13.41,
21,4,2010,2,5989,950,39,3,2,5.7,11.4,8.6,16,27,21.3,10.3,15.6,12.7,1,1,1,3,3,3,13.44,
22,4,2010,2,5989,950,39,3,1,7.2,14.8,11,16,32,22.1,8.8,17.2,11.1,1,1,1,3,3,3,13.46,
23,4,2010,2,5989,950,39,3,1,7.2,10.4,8.8,18,23,19.7,10.8,12.6,10.9,2,2,1,2,2,3,13.49,
24,4,2010,2,5989,950,39,3,1,7.5,9.7,8.6,19,25,21.0,11.5,15.3,12.4,1,1,1,3,3,3,13.52,
25,4,2010,2,5989,950,39,3,2,8.1,16.4,12.3,18,34,23.5,9.9,17.6,11.2,1,1,1,3,3,3,13.55,
26,4,2010,2,5989,950,39,3,2,9.4,19.3,14.4,18,34,23.8,8.6,14.7,9.4,1,1,1,3,3,3,13.58,
